SR_NO,COMPANY_NAME,EXPERIENCE,FUNCTION,INDUSTRY,JOB_DESCRIPTION,JOB_LOCATION,JOB_TITLE,AVERAGE_PACKAGE,ROLES,SKILLS
618,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",Call Centre/ BPOCall & Whatsapp HR Vedpal Sir -(8218550935)Call Centre/ BPORecords ManagementMailroomCorporate ConciergeFile creations and retrievalsData Entry/AdminSentencingHandle and resolve phone and email enquiriesAd hoc administration / duties as requiredSome moderate to heavy liftingCall Centre/ BPOCall & Whatsapp HR Vedpal Sir -(8218550935)Call Centre/ BPO,Dispur,Call Centre/ BPO Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Call Centre/ BPO
619,Biz Industries,0-2 years,"Engineering - Electronics, Communication",Electronics Manufacturing,"Electronic Engineer IT-SupportCall & Whatsapp HR Pratik Sir - ( 8826072791)Electronic Engineer IT-SupportArea of Work ExperienceQuality assurance or controlInstallation, maintenance and inspection of equipment or facilitiesDesignArea of SpecializationElectronic test equipmentElectrical machines or transformersCommunicationsElectricalControl systemSystem integrationSpecific SkillsSupervise and inspect the installation and operation of electrical and electronic systems and equipmentPrepare material cost and timing estimates, reports and design specificationsDevelop maintenance and operating standards for electrical and electronic systems and equipmentDesign electrical and electronic components, systems and equipmentConduct feasibility, design operation and performance research of electrical generation and distribution networksInvestigate electrical or electronic failuresWork Conditions and Physical CapabilitiesFast-paced environmentWork under pressureAttention to detailWork Location InformationVarious locationsPersonal SuitabilityTeam playerElectronic Engineer IT-SupportCall & Whatsapp HR Pratik Sir - ( 8826072791)Electronic Engineer IT-Support",Hyderabad / Secunderabad,Electronic Engineer IT-Support For Freshers,150000 - 250000 INR,Electronics Engineer,Electronic Engineer IT-Support
620,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",Call Centre / BPO Call & Whatsapp HR Pratik Sir - ( 8826072791)Call Centre / BPOAnswer client calls and listen to their questionsBe attuned to clients needs and resolve issuesOffer customized solutions to client requestsHelp clients use our banking applicationsAdvise about and offer transaction accounts or credit solutionsRefer clients to your colleagues for their specialized needsCall Centre / BPOCall & Whatsapp HR Pratik Sir - ( 8826072791)Call Centre / BPO,Kolkata,Call Centre / BPO Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Call Centre / BPO
621,Star Tech,Fresher,"Fashion, Apparels","Fashion, Apparels","Job DescriptionRoles and ResponsibilitiesNeed a Fashion Designer graduate from NIFT.Having good knowledge of design development , Garment CAD development and good communication skills.Execution of collection.Presentation of trend forecast and collections.Provide sample garments to buyers and arrange for meetings.Handling range development for the season, from tech sheets to salesman. Development of catalogs.Effectively follows up the target with the concerned department & maintains cordial relationship with all the other departments in the organizationMaintains cordial relationship & effectively communicates with the buying agent / buyer¢ To clarify all details with buyers with regard to their requirement.¢ To efficiently make patterns with the help of pattern maker.¢ To efficiently arrange for similar required fabric as per the orderDesired Candidate ProfileThe candidate should have good knowledge of:- Adobe Photo shop and Adobe Illustrator for CAD development.- Range Planning.- Fabric sourcing.- Showroom set uP- Knowledge of knits garment is mandatoryPerks and BenefitsSALARY-35K-45K+CAB+PF AND OTHER PERKSFOR APPLY CALL/WHTSAP HR NAMITA-7703989753","Gurgaon / Gurugram, Faridabad",DESIGNER -KNIT GARMENTS ORIENT CRAFT  FRESHERS,580000 - 720000 INR,"Apparel, Garment Designer, Fresher","Fashion Designer, Fashion Designing, Fashion Design"
622,Star Tech,0-1 years,IT,"IT, Computers - Hardware & Networking, IT, Computers - Software","Job descriptionRoles and Responsibilities- Primary Skills : Cisco Routing and Switching, Cisco ASA Firewall, Cisco Routers- Secondary skills : Cisco ACE or F-5 Loadbalancer, Pulse Secure, Juniper R&S, Cisco Voice CUCM. Certifications: CCNA, CCNP, CCIE (R&S, Service provider, Datacenter).Other requirements:- Strong work exposure and troubleshooting knowledge on Routing, Switching, Cisco ASA Firewall, and Loadbalancer.- Good understanding of ITIL process and hands-on incident, Change and Problem management.- Strong verbal and written technical communications skills at all levels- Experience of Cisco-Prime DNA NCM IPAM will add advantage- Must aware or hands-on experience on Network devices like RoutersSwitches.- Agree to work on multivendor and multi-technology- Cisco, HP, Juniper, D-Link, Maipu, FortiGate, Routing, Switching, Wireless, security.Hands experience on - IOS up-gradation, password breaking of Router & Switches, knowledge Routing protocol like RIP, OSPF, BGP, ACL, licensing; Switching - VLAN, VTP, STP, inter VLAN routing, HSRP, ether channel, should have understanding & knowledge on VSS technology, stacking.SALARY UPTO 55K +OTHER ALLOWANCESFOR INTERVIEW OR OTHER QUERRY CALL/ WHTSAPHR PIYUSH8595179386","Gurgaon / Gurugram, Noida",FRESHERS NETWORK ENGINEER L3 -ROUTING& SWITCHING,610000 - 850000 INR,"Network Administrator, Technical Support Engineer","Support Engineer, Network Engineer, Network support, L3, L3 Support, Application Support"
623,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Call Center ExecutiveCall & Whatsapp HR Shubham Sir - (9352743030)Call Center ExecutivePartner with hiring teams to build effective sourcing, assessment, and closing approaches with an ability to manage customer/partner expectations through a deep understanding of return on investment.Must be able to understand how to recruit passive candidates and possess the mentality to profile people and gauge chemistry of candidates for fit and understand their motivation rather than sell a role.Call Center ExecutiveCall & Whatsapp HR Shubham Sir - (9352743030)Call Center Executive",Mumbai,Call Center Executive Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Call Center Executive, BPO Call Centre, Tele Caller, BPO Executive, BPO Fresher, Customer Care Executive, Call Center Representative"
624,Magna India Services,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)Mechanical EngineerLiaise and coordinate with various stakeholders, Master(s) of Vessel and OEM Vendor(s) on the repair and maintenance schedule to meet the demands of the operationsPrepare docking requirements and specifications proposalPlan the maintenance schedule based on Vessel Class and statutory requirementsCheck and ensure the level and condition of the spare parts inventory are adequate to support the repair and maintenance scheduleEnsure quality, environment, health & safety requirements are metMechanical EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)Mechanical Engineer",Delhi,Mechanical Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,"Mechanical Engineer, Mechanical design engineer, Diploma Mechanical, Maintenance Engineer"
625,Magna India Services,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","BPO (Amazon)Call & Whatsapp HR Atif Malik Sir - (9756866761)BPO (Amazon)Serve customers by providing guidance, recommendations, answering questions and other types of value-added information to meet or exceed client expectations.Be passionate about providing best-in-class service and don’t use a one--fits-all approach to creating a great customer or supplier experience.Be flexible, think on your feet and exercise great judgement in handling unusual requests or difficult customer interactions.Be an articulate and persuasive communicator without being pushy. Don’t assume anything about the customer’s knowledge of products or the supplier’s ability to answer customer inquiries; rather ask great questions to better gauge what the customer is asking and how we can best answer it to ensure both customer and supplier satisfaction.BPO (Amazon)Call & Whatsapp HR Atif Malik Sir - (9756866761)BPO (Amazon)",Hyderabad / Secunderabad,BPO (Amazon) For Freshers,150000 - 250000 INR,Customer Service Executive (Voice),"Bpo, Call Center, Voice Process, Kpo"
626,Magna India Services,0-2 years,"IT, Software Development - Application Programming, Maintenance","IT, Computers - Software","Software Engineer Call & Whatsapp HR Atif Malik Sir - (9756866761)Software EngineerCollect and document users requirements and develop logical and physical specificationsResearch, evaluate and synthe technical information to design, develop and test computer-based systemsDevelop data, process and network models to optimize architecture and to evaluate the performance and reliability of designsPlan, design and co-ordinate the development, installation, integration and operation of computer-based systemsAssess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications softwareLead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systemsSoftware EngineerCall & Whatsapp HR Atif Malik Sir - (9756866761)Software Engineer",Bengaluru / Bangalore,Software Engineer For Freshers,150000 - 250000 INR,Software Developer,"IT, Software Engineer, Software developer, Software programmer"
627,Magna India Services,0-2 years,"Engineering - Electronics, Communication","Electronics Manufacturing, Electrical, Switchgears","Electronic EngineerCall & Whatsapp HR Tarun Sir - (8051958657)Electronic EngineerElectrical, Electronics and Communications EngineeringElectrical and Electronic Engineering Technologies/Technicians, OtherElectromechanical Technology/Electromechanical Engineering Technologyor equivalent experienceEquipment and Machinery ExperienceMotors and controlsArea of Work ExperienceResearch and developmentQuality assurance or controlDesignComputer software developmentArea of SpecializationIndustrial roboticsElectronic test equipmentElectronics (industrial)Electric motorsElectrical machines or transformersComputer designControl systemType of ProductSmall transformers, motors and transmissionsPrinted Circuit Boards (PCB)Specific SkillsDesign electrical and electronic components, systems and equipmentInvestigate electrical or electronic failuresTransportation/Travel InformationWilling to travel internationallyComputer and Technology KnowledgeCPersonal SuitabilityEffective interpersonal skillsTeam playerExcellent oral communicationTeleworking InformationRemote work availableElectronic EngineerCall & Whatsapp HR Tarun Sir - (8051958657)Electronic Engineer",Bengaluru / Bangalore,Electronic Engineer For Freshers,150000 - 250000 INR,Electronics Engineer,Electronics Engineer
628,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Computer Science IT-SupportCall & Whatsapp HR Shubham Sir - (9352743030)Computer Science IT-SupportNew grads welcome! We’re looking for an IT Support Specialist to join our team who will provide front-line technical support to local and remote employees. We are looking for someone who takes pride in providing timely support in a friendly manner and who is comfortable handling multiple and sometimes conflicting priorities with a sense of urgency.What youll be doingProviding excellent and responsive end user IT support, both locally and remotelyPerforming hands-on fixes at the desktop level, including installing and upgrading software, installing hardware, implementing file backups, and configuring systems and applicationsNew employee IT orientation, system provisioning, and technology trainingTelephone and conference system configuration, troubleshooting, and maintenanceComputer Science IT-SupportCall & Whatsapp HR Shubham Sir - (9352743030)Computer Science IT-Support",Delhi,Computer Science IT-Support For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP",Computer Science IT-Support
629,Biz Industries,1-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Hardware and Networking EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Hardware and Networking EngineerPerforms on-site or in-house servicing on the Modicon PLC systems.Provide technical support for the Modicon PLC software and hardware.Work on the software and hardware installation.Work on networking including cyber security.Diagnoses mechanical, hardware, software and system failures.Provide recommendation based on the diagnostic or analyze.Determines most cost-effective repairs/resolution to minimize customer downtime.Manage service agreements.Prepare FAT  Factory Acceptance Test and / or SAT  Site Acceptance Test.Write reports.Prepare upgrade plans for the Modicon PLC equipment.Hardware and Networking EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Hardware and Networking Engineer",Bengaluru / Bangalore,Hardware and Networking Engineer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP","Hardware and Networking EngineerNetwork Engineer, System Administrator, Software Developer"
630,Star Tech,0-1 years,Engineering - Electrical,"Electrical, Switchgears","Job descriptionJob functions area : Engineering / Manufacturing / Production / MaintenanceSkills : MOBILE TESTING, HANDLE SAFETY SYSTEM, ELECTRICAL MACHINES, ELECTRICAL MAINTENANCEEducation : BE ElectricalSALARY 45.5K-55.5KFOR INTERVIEW CALL/ WHTSAPHR JYOTI@9667218058","Gurgaon / Gurugram, Noida",Electrical Maintenance FRESHERS CAN ALSO APPLY,480000 - 730000 INR,Electrical Engineer,"Electrical Engineer, Electrical Maintenance, Electrical Maintenance, Electrical executive"
631,Tarare Consulting services Private Limited,0-2 years,"Sales - Telesales, Telemarketing","Banking, Accounting, Financial Services",Hiring Graduates for Banking Sector across HyderabadQualification: Any Graduates ( Only Female)Experience: 0 to 2 yrsJob location: HyderabadPosition: Telesales ( Voice Process)Salary: up to 18K + ESI +PF + IncrementsInterested candidates can share your Updated resume to pushpalatha@tarareconsultingservices.com or call/WA to 939087988l,Hyderabad / Secunderabad,Hiring Graduates - Telesales - Freshers - Hyderabad - 9390879881,Not Specified,Telesales Consultant,"Sales, Telesales, Inside Sales, Freshers, graduates, Jobs in Hyderabad, free jobs, Voice Process, Telecalling, Call, Telemarketing, Tele marketing executive, Telesales telemarketing, Telesales executive, Customercare executive, Jobs near me"
632,Biz Industries,0-2 years,"Engineering - Electronics, Communication",Electronics Manufacturing,"Electronic Engineer IT-SupportCall & Whatsapp HR Shubham Sir - (9352743030)Electronic Engineer IT-SupportDirect yard processes to fulfill customer car orders, Customer Service Operations instructions and Mechanical and Engineering requests for car movement and placement;Accountable for delivering instructions for train movements within terminal to Dispatching and Operating crews;Assist in the coordination of all train movements within the yard and on the mainline;Electronic Engineer IT-SupportCall & Whatsapp HR Shubham Sir - (9352743030)Electronic Engineer IT-Support",Kolkata,Electronic Engineer  IT-Support For Freshers,150000 - 250000 INR,Electronics Engineer,Electronic Engineer IT-Support
633,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","Recruitment, Staffing, RPO","Receptionist & Computer Operator Call & Whatsapp HR Jitendra Sir- (6395034126)Receptionist & Computer OperatorProven ability to communicate effectively and work cohesively within a high performing team.Flexible approach to resourcing and allocation of work.Develop understanding of clients’ needs through the checking of requirements and requests.Show initiative and demonstrate ability to prioritise conflicting tasks.Able to problem solve under pressure.Respond to requests in an efficient and timely manner.Checks with clients to ascertain whether requests have been carried out to their satisfaction.Punctual, reliable and able to demonstrate flexibility when required.Receptionist & Computer OperatorCall & Whatsapp HR Jitendra Sir- (6395034126)Receptionist & Computer Operator",Mumbai,Receptionist & Computer Operator Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Receptionist & Computer Operator
634,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",Call Centre/ BPOCall & Whatsapp HR Vedpal Sir -(8218550935)Call Centre/ BPORecords ManagementMailroomCorporate ConciergeFile creations and retrievalsData Entry/AdminSentencingHandle and resolve phone and email enquiriesAd hoc administration / duties as requiredSome moderate to heavy liftingCall Centre/ BPOCall & Whatsapp HR Vedpal Sir -(8218550935)Call Centre/ BPO,Dispur,Call Centre/ BPO Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Call Centre/ BPO
635,Biz Industries,0-2 years,"Engineering - Electronics, Communication",Electronics Manufacturing,"Electronic Engineer IT-SupportCall & Whatsapp HR Pratik Sir - ( 8826072791)Electronic Engineer IT-SupportArea of Work ExperienceQuality assurance or controlInstallation, maintenance and inspection of equipment or facilitiesDesignArea of SpecializationElectronic test equipmentElectrical machines or transformersCommunicationsElectricalControl systemSystem integrationSpecific SkillsSupervise and inspect the installation and operation of electrical and electronic systems and equipmentPrepare material cost and timing estimates, reports and design specificationsDevelop maintenance and operating standards for electrical and electronic systems and equipmentDesign electrical and electronic components, systems and equipmentConduct feasibility, design operation and performance research of electrical generation and distribution networksInvestigate electrical or electronic failuresWork Conditions and Physical CapabilitiesFast-paced environmentWork under pressureAttention to detailWork Location InformationVarious locationsPersonal SuitabilityTeam playerElectronic Engineer IT-SupportCall & Whatsapp HR Pratik Sir - ( 8826072791)Electronic Engineer IT-Support",Hyderabad / Secunderabad,Electronic Engineer IT-Support For Freshers,150000 - 250000 INR,Electronics Engineer,Electronic Engineer IT-Support
636,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",Call Centre / BPO Call & Whatsapp HR Pratik Sir - ( 8826072791)Call Centre / BPOAnswer client calls and listen to their questionsBe attuned to clients needs and resolve issuesOffer customized solutions to client requestsHelp clients use our banking applicationsAdvise about and offer transaction accounts or credit solutionsRefer clients to your colleagues for their specialized needsCall Centre / BPOCall & Whatsapp HR Pratik Sir - ( 8826072791)Call Centre / BPO,Kolkata,Call Centre / BPO Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Call Centre / BPO
637,Star Tech,Fresher,"Fashion, Apparels","Fashion, Apparels","Job DescriptionRoles and ResponsibilitiesNeed a Fashion Designer graduate from NIFT.Having good knowledge of design development , Garment CAD development and good communication skills.Execution of collection.Presentation of trend forecast and collections.Provide sample garments to buyers and arrange for meetings.Handling range development for the season, from tech sheets to salesman. Development of catalogs.Effectively follows up the target with the concerned department & maintains cordial relationship with all the other departments in the organizationMaintains cordial relationship & effectively communicates with the buying agent / buyer¢ To clarify all details with buyers with regard to their requirement.¢ To efficiently make patterns with the help of pattern maker.¢ To efficiently arrange for similar required fabric as per the orderDesired Candidate ProfileThe candidate should have good knowledge of:- Adobe Photo shop and Adobe Illustrator for CAD development.- Range Planning.- Fabric sourcing.- Showroom set uP- Knowledge of knits garment is mandatoryPerks and BenefitsSALARY-35K-45K+CAB+PF AND OTHER PERKSFOR APPLY CALL/WHTSAP HR NAMITA-7703989753","Gurgaon / Gurugram, Faridabad",DESIGNER -KNIT GARMENTS ORIENT CRAFT  FRESHERS,580000 - 720000 INR,"Apparel, Garment Designer, Fresher","Fashion Designer, Fashion Designing, Fashion Design"
638,Star Tech,0-1 years,IT,"IT, Computers - Hardware & Networking, IT, Computers - Software","Job descriptionRoles and Responsibilities- Primary Skills : Cisco Routing and Switching, Cisco ASA Firewall, Cisco Routers- Secondary skills : Cisco ACE or F-5 Loadbalancer, Pulse Secure, Juniper R&S, Cisco Voice CUCM. Certifications: CCNA, CCNP, CCIE (R&S, Service provider, Datacenter).Other requirements:- Strong work exposure and troubleshooting knowledge on Routing, Switching, Cisco ASA Firewall, and Loadbalancer.- Good understanding of ITIL process and hands-on incident, Change and Problem management.- Strong verbal and written technical communications skills at all levels- Experience of Cisco-Prime DNA NCM IPAM will add advantage- Must aware or hands-on experience on Network devices like RoutersSwitches.- Agree to work on multivendor and multi-technology- Cisco, HP, Juniper, D-Link, Maipu, FortiGate, Routing, Switching, Wireless, security.Hands experience on - IOS up-gradation, password breaking of Router & Switches, knowledge Routing protocol like RIP, OSPF, BGP, ACL, licensing; Switching - VLAN, VTP, STP, inter VLAN routing, HSRP, ether channel, should have understanding & knowledge on VSS technology, stacking.SALARY UPTO 55K +OTHER ALLOWANCESFOR INTERVIEW OR OTHER QUERRY CALL/ WHTSAPHR PIYUSH8595179386","Gurgaon / Gurugram, Noida",FRESHERS NETWORK ENGINEER L3 -ROUTING& SWITCHING,610000 - 850000 INR,"Network Administrator, Technical Support Engineer","Support Engineer, Network Engineer, Network support, L3, L3 Support, Application Support"
639,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Call Center ExecutiveCall & Whatsapp HR Shubham Sir - (9352743030)Call Center ExecutivePartner with hiring teams to build effective sourcing, assessment, and closing approaches with an ability to manage customer/partner expectations through a deep understanding of return on investment.Must be able to understand how to recruit passive candidates and possess the mentality to profile people and gauge chemistry of candidates for fit and understand their motivation rather than sell a role.Call Center ExecutiveCall & Whatsapp HR Shubham Sir - (9352743030)Call Center Executive",Mumbai,Call Center Executive Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Call Center Executive, BPO Call Centre, Tele Caller, BPO Executive, BPO Fresher, Customer Care Executive, Call Center Representative"
640,Biz Industries,0-2 years,"Fashion, Apparels","Fashion, Apparels","Fashion Designer & MerchandiserCall & Whatsapp HR Pratik Sir - ( 8826072791)Fashion Designer & MerchandiserDesign garments for men, women and children, including casual, semi-casual, formal and business attire,Manage design process from conception through to final styling,Collaborate with team members to select seasonal themes, make edits to line, and create new concepts,Ensure product is in agreement with business strategy,Select fabrics and trims,Create production sketches for development packages,Present story, mood, color boards, and samples to buyers,Keep up to date with emerging fashion trends as well as general trends relating to fabrics, colours and shapes,Fashion Designer & MerchandiserCall & Whatsapp HR Pratik Sir - ( 8826072791)Fashion Designer & Merchandiser",Delhi,Fashion Designer & Merchandiser Job For Freshers,150000 - 250000 INR,"Head, VP, GM - Fashion, Apparels",Fashion Designer & Merchandiser
641,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Computer Science IT-SupportCall & Whatsapp HR Satya Sir - (9102882937)Computer Science IT-SupportOnboard and off board of new and existing employees.Perform remote troubleshooting through diagnostic techniques and pertinent questions.Direct unresolved issues to the next level of support.Provide accurate information on IT products or services.Record events and problems and their resolution in logs.Follow-up and update employee status and information.Forward any feedback or suggestions by employees to the appropriate internal team.Coordinate with vendors for escalation and resolution e.g. Bell or Rogers for Internet or TV, Dell for warranty claims etc.Assist with development of policies, documentation, Service Level Agreements (SLA) and escalation process.Computer Science IT-SupportCall & Whatsapp HR Satya Sir - (9102882937)Computer Science IT-Support",Hyderabad / Secunderabad,Computer Science IT-Support For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP",Computer Science IT-Support
642,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Engineer (QC,Production )Call & Whatsapp HR Shubham Sir - (9352743030)Mechanical Engineer (QC,Production )Plan and design plant layouts and facilitiesDevelop flexible or integrated manufacturing systems and proceduresConduct studies and implement programs to determine optimum inventory levels and optimum utilization of machinery, materials and resourcesConduct studies on the reliability and performance of plant facilitiesAnalyze costs of productionAssess industrial facilitiesMechanical Engineer (QC,Production )Call & Whatsapp HR Shubham Sir - (9352743030)Mechanical Engineer (QC,Production )",Kolkata,"Mechanical Engineer (QC,Production ) For Freshers",150000 - 250000 INR,Mechanical Engineer,"Mechanical Engineer (QC, Production)"
643,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking","Hardware and Networking EngineerCall & Whatsapp HR Satya Sir - (9102882937)Hardware and Networking EngineerResponsible for hardware development for Networking, Wireless and IOT productsDesign, simulate, develop and test electronic modules and systems containing various interfaces, including microcontrollers, SOC, wireless and power control sub systemHardware optimization, debug and functional test in board/product level electronics.Create documentations regarding concepts, specifications, schematics, test reports, verification report etc.Create Bill of Materials / source for alternate componentsInvolve in the full cycle of development for reference board, modules and productsLead robust & reliable design, driving design capability and reliability requirementsSupport on-going product quality improvementCommunicate regularly on the project activity status to the project teamHardware and Networking EngineerCall & Whatsapp HR Satya Sir - (9102882937)Hardware and Networking Engineer",Kolkata,Hardware and Networking Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support","Hardware And Networking, Network Engineer, Software Developer"
644,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Receptionist & Computer OperatorCall & Whatsapp HR Pratik Sir - ( 8826072791)Receptionist & Computer OperatorTo answer all incoming calls, and respond to callers inquiries in a positive, professional manner ;To redirect calls as appropriate and take clear, concise messages when required;To greet, assist and direct all visitors;To pick up and sort internal mail;To stamp, deliver and maintain mail machine for external mail;To prepare packages and arrange courier pick up;To arrange meeting room schedule and bookings;To update phone and distribution lists;To maintain a clean, safe, fully stocked and well organized reception area;Receptionist & Computer OperatorCall & Whatsapp HR Pratik Sir - ( 8826072791)Receptionist & Computer Operator",Kolkata,Receptionist & Computer Operator Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Receptionist & Computer Operator
645,Xorix IT Solutions,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",Fresher can also applyNo sales process/Blended processDay shiftsAssist with solutions to customer queries and complaintsAssist customers on queries related to their Products and Services through chat and voiceProvide best solutions to customers by understanding their issues and concernsCandidates Freshers And Experience Can ApplyContact PersonHR SIMRAN MAM 9560250914,Indore,Customer Service Voice Process(BPO) Freshers,150000 - 260000 INR,"Fresher, Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Customer Care, Voice Process, International Bpo, Call Center, Bpo, Voice support, Inbound, Customer Support, Outbound, Customer Care Executive"
646,Star Tech,0-1 years,"Fashion, Apparels","Fashion, Apparels","Job descriptionWindow Conceptualization Execution,Promotion Campaign Planning,VM Inventory Management,Visual Space Inventory management execution, Promotional Conceptualization Execution, Vendor Handling, Mannequin ordering Fabrication,VM Monthly MIS.To visit the stores (DelhiNCR) and deciding to decorate them with the mechandiseRequirements:Strong Design Sense People HandlingGood sense of FashionGood Sense of DesignComputer Aid DesignBasic Understanding of working on Excel PPT and Open to travelSALARY 35.5K-65.5K+CAB+OTHER ALLOWANCESFOR INTERVIEW CALL/ WHTSAPHR NAMITA 7703989753","Delhi, Gurgaon / Gurugram",FRESHERS VISHUAL MERCHANDISER FOR SHAHI EXPORT,430000 - 780000 INR,"Fresher, Merchandiser","Visual Merchandiser, Fashion Designer, Merchandiser, Assistant merchandiser"
647,Star Tech,0-2 years,"IT, Software Development - Application Programming, Maintenance","IT, Computers - Software","Job DescriptionExperience- 0 to 2 YearsQualifications and Experience:Familiar with in Geospatial Information Systems (GIS) web and desktop application development using ESRI suites ArcGIS Objects, ArcGIS Server of products.Having relevant experience in Dotnet DevelopmentAlso having hands on Experience in Java Script APISALARY -5.5 LAKH-10LAKH PER ANNUM+ OTHER PERKS +CAB+ALLOWANCESFOR FURTHER PROCESS OF INTERVIEW CALL /WHTSAP HR PIYUSH-8595179386","Gurgaon / Gurugram, Noida",ARCGIS DEVELOPERS FRESHERS FOR GURGAON & NOIDA,580000 - 850000 INR,Fresher,Arcgis
648,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking","Hardware and Networking EngineerCall & Whatsapp HR Jitendra Sir- (6395034126)Hardware and Networking EngineerDesign and implement Backup and Disaster Recovery solutions for servers including virtual machines.Design and implement and administering E-mail Security Systems such as Spam Filters.Install and configure network devices such as Routers, Firewalls, Switches to ensure data security and integrity.Provide remote assistance to clients to identify and rectify networking issues efficiently.Upgrade and update the system hardware and software to ensure system availability.Setup advance monitoring, collect the network traffic and analyse the traffic to ensure system security.Manage user-level access for computer network and systems.Maintain and submit solutions related to network issues in order to quickly rectify problems in future.Hardware and Networking EngineerCall & Whatsapp HR Jitendra Sir- (6395034126)Hardware and Networking Engineer",Mumbai,Hardware and Networking Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support","Hardware And Networking, Network Engineer, Software Developer, Network Administrator"
649,Space Consultancy,0-2 years,"Sales, Business Development","Courier, Freight, Transportation","Responsibilities and Duties:-1. Lead Generation: Market analysis/Cold Calling, acquiring customer contact details (Field Work) 2. Follow ups until closure 3. Passionate for sales; willing to take challenges and meet Quarterly sales targets consistently 4.Customer retention: Ensuring service quality and maintaining a positive relationship with clients 5. Insights on market trends and plan of action for business development",Bengaluru / Bangalore,Sales Executive( Freshers can apply)- Bangalore,180000 - 320000 INR,"Sales Exec, Sales Representative",Sales
650,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil Design EngineeringCall & Whatsapp HR Jitendra Sir- (6395034126)Civil Design EngineeringCompleting Flood Risk Assessments,Surface Water Management Plans,Surface Water Drainage StrategyDetailed Drainage and Sewerage DesignWrite reports to accompany the drainage designCivil Design EngineeringCall & Whatsapp HR Jitendra Sir- (6395034126)Civil Design Engineering",Bengaluru / Bangalore,Civil Design Engineering For Freshers,150000 - 250000 INR,Civil Engineer,Civil Design Engineering
